sale_id,store_id,customer_id,product_id,sale_date,sale_amount
SALE4104,55,2646,PROD007,2030-03-27,107
SALE4105,44,1960,PROD007,2030-03-28,1246
SALE4106,3,1319,PROD020,2030-03-29,1351
SALE4107,25,2640,PROD022,2030-03-30,627
SALE4108,30,1704,PROD040,2030-03-31,1180
SALE4109,8,1922,PROD024,2030-04-01,993
SALE4110,44,2953,PROD031,2030-04-02,851
SALE4111,46,2125,PROD011,2030-04-03,1135
SALE4112,8,2633,PROD031,2030-04-04,1163
SALE4113,39,1732,PROD027,2030-04-05,202
SALE4114,14,2855,PROD028,2030-04-06,646
SALE4115,12,1300,PROD040,2030-04-07,716
SALE4116,28,1204,PROD026,2030-04-08,677
SALE4117,41,1989,PROD023,2030-04-09,1322
SALE4118,29,2309,PROD028,2030-04-10,1234
SALE4119,22,1667,PROD021,2030-04-11,1440
SALE4120,53,2808,PROD014,2030-04-12,1461
SALE4121,39,1077,PROD001,2030-04-13,863
SALE4122,39,1759,PROD008,2030-04-14,14
SALE4123,52,1603,PROD022,2030-04-15,1309
SALE4124,1,1072,PROD012,2030-04-16,39
SALE4125,3,2126,PROD038,2030-04-17,1394
SALE4126,18,2512,PROD040,2030-04-18,673
SALE4127,23,2005,PROD020,2030-04-19,47
SALE4128,43,2772,PROD035,2030-04-20,1221
SALE4129,26,1939,PROD028,2030-04-21,366
SALE4130,36,1724,PROD013,2030-04-22,585
SALE4131,26,2666,PROD018,2030-04-23,192
SALE4132,35,2422,PROD035,2030-04-24,268
SALE4133,43,1966,PROD007,2030-04-25,775
SALE4134,31,1661,PROD004,2030-04-26,313
SALE4135,28,2065,PROD038,2030-04-27,136
SALE4136,55,1230,PROD006,2030-04-28,519
SALE4137,6,1838,PROD021,2030-04-29,1287
SALE4138,6,2213,PROD022,2030-04-30,1219
SALE4139,56,1111,PROD038,2030-05-01,79
SALE4140,6,2875,PROD038,2030-05-02,608
SALE4141,6,1145,PROD019,2030-05-03,998
SALE4142,22,1163,PROD009,2030-05-04,225
SALE4143,47,1867,PROD033,2030-05-05,1308
SALE4144,33,2710,PROD018,2030-05-06,503
SALE4145,3,1677,PROD018,2030-05-07,1148
SALE4146,14,2725,PROD015,2030-05-08,591
SALE4147,2,2604,PROD013,2030-05-09,836
SALE4148,34,1688,PROD029,2030-05-10,476
SALE4149,6,2718,PROD010,2030-05-11,82
SALE4150,9,2549,PROD031,2030-05-12,544
SALE4151,54,1861,PROD003,2030-05-13,476
SALE4152,34,2784,PROD022,2030-05-14,674
SALE4153,10,1303,PROD006,2030-05-15,1386
SALE4154,20,1411,PROD033,2030-05-16,625
SALE4155,50,2184,PROD035,2030-05-17,962
SALE4156,4,1959,PROD017,2030-05-18,871
SALE4157,4,2500,PROD007,2030-05-19,430
SALE4158,13,1412,PROD001,2030-05-20,1291
SALE4159,18,1617,PROD016,2030-05-21,180
SALE4160,3,1104,PROD008,2030-05-22,1476
SALE4161,45,1958,PROD020,2030-05-23,230
SALE4162,59,2709,PROD004,2030-05-24,977
SALE4163,47,2391,PROD018,2030-05-25,700
SALE4164,58,1651,PROD009,2030-05-26,641
SALE4165,6,2793,PROD009,2030-05-27,665
SALE4166,29,2451,PROD016,2030-05-28,197
SALE4167,46,2006,PROD024,2030-05-29,102
SALE4168,22,2325,PROD025,2030-05-30,227
SALE4169,40,2901,PROD021,2030-05-31,1449
SALE4170,29,2774,PROD020,2030-06-01,374
SALE4171,4,2072,PROD028,2030-06-02,1199
SALE4172,8,2031,PROD009,2030-06-03,883
SALE4173,38,2770,PROD022,2030-06-04,143
SALE4174,28,1674,PROD038,2030-06-05,1474
SALE4175,24,2714,PROD007,2030-06-06,1216
SALE4176,55,1799,PROD005,2030-06-07,1074
SALE4177,7,2427,PROD009,2030-06-08,809
SALE4178,32,2596,PROD023,2030-06-09,370
SALE4179,47,2325,PROD020,2030-06-10,326
SALE4180,55,2207,PROD034,2030-06-11,950
SALE4181,48,1325,PROD008,2030-06-12,597
SALE4182,37,1010,PROD017,2030-06-13,616
SALE4183,50,2954,PROD035,2030-06-14,799
SALE4184,43,2971,PROD012,2030-06-15,694
SALE4185,28,2638,PROD004,2030-06-16,215
SALE4186,16,1617,PROD003,2030-06-17,1334
SALE4187,8,2360,PROD033,2030-06-18,1437
SALE4188,59,1327,PROD038,2030-06-19,762
SALE4189,15,2988,PROD033,2030-06-20,745
SALE4190,48,1778,PROD033,2030-06-21,1285
SALE4191,50,2173,PROD022,2030-06-22,988
SALE4192,18,1707,PROD034,2030-06-23,915
SALE4193,16,2970,PROD019,2030-06-24,716
SALE4194,39,2630,PROD038,2030-06-25,1023
SALE4195,14,1806,PROD017,2030-06-26,338
SALE4196,30,2262,PROD025,2030-06-27,1128
SALE4197,26,2762,PROD005,2030-06-28,1261
SALE4198,8,1572,PROD034,2030-06-29,1211
SALE4199,8,1756,PROD023,2030-06-30,688
SALE4200,20,2039,PROD038,2030-07-01,845
SALE4201,2,1220,PROD033,2030-07-02,128
SALE4202,9,1324,PROD023,2030-07-03,587
SALE4203,24,1166,PROD039,2030-07-04,839
SALE4204,21,1464,PROD033,2030-07-05,795
SALE4205,55,2681,PROD009,2030-07-06,1307
SALE4206,17,2378,PROD015,2030-07-07,1240
SALE4207,19,1972,PROD037,2030-07-08,783
SALE4208,5,1158,PROD031,2030-07-09,306
SALE4209,26,2691,PROD011,2030-07-10,242
SALE4210,57,2994,PROD031,2030-07-11,436
SALE4211,48,1711,PROD006,2030-07-12,1262
SALE4212,34,2189,PROD035,2030-07-13,1214
SALE4213,14,1117,PROD024,2030-07-14,1229
SALE4214,58,2638,PROD031,2030-07-15,231
SALE4215,26,1824,PROD026,2030-07-16,578
SALE4216,25,1813,PROD038,2030-07-17,1425
SALE4217,3,2550,PROD002,2030-07-18,1218
SALE4218,44,1671,PROD031,2030-07-19,874
SALE4219,58,2762,PROD004,2030-07-20,287
SALE4220,8,1799,PROD033,2030-07-21,61
SALE4221,49,1479,PROD035,2030-07-22,1280
SALE4222,39,2691,PROD032,2030-07-23,1329
SALE4223,48,1532,PROD030,2030-07-24,195
SALE4224,12,2114,PROD025,2030-07-25,567
SALE4225,15,1239,PROD008,2030-07-26,1195
SALE4226,44,1117,PROD001,2030-07-27,916
SALE4227,46,2268,PROD004,2030-07-28,1240
SALE4228,7,2137,PROD025,2030-07-29,416
SALE4229,58,1245,PROD033,2030-07-30,1282
SALE4230,1,2206,PROD003,2030-07-31,325
SALE4231,29,1044,PROD005,2030-08-01,1421
SALE4232,45,1116,PROD018,2030-08-02,64
SALE4233,10,1592,PROD035,2030-08-03,788
SALE4234,59,2535,PROD024,2030-08-04,373
SALE4235,11,2191,PROD028,2030-08-05,633
SALE4236,40,1710,PROD026,2030-08-06,541
SALE4237,36,1126,PROD010,2030-08-07,276
SALE4238,48,2718,PROD025,2030-08-08,891
SALE4239,44,2017,PROD002,2030-08-09,1008
SALE4240,27,1024,PROD034,2030-08-10,604
SALE4241,52,1501,PROD038,2030-08-11,1124
SALE4242,13,2718,PROD012,2030-08-12,244
SALE4243,16,1479,PROD037,2030-08-13,472
SALE4244,46,2038,PROD038,2030-08-14,728
SALE4245,9,2448,PROD020,2030-08-15,911
SALE4246,21,1538,PROD004,2030-08-16,202
SALE4247,25,1307,PROD013,2030-08-17,449
SALE4248,35,1987,PROD036,2030-08-18,526
SALE4249,46,2659,PROD031,2030-08-19,997
SALE4250,14,2522,PROD006,2030-08-20,1347
SALE4251,31,2055,PROD037,2030-08-21,657
SALE4252,5,1440,PROD030,2030-08-22,425
SALE4253,8,2519,PROD009,2030-08-23,1131
SALE4254,57,1368,PROD034,2030-08-24,1469
SALE4255,15,2443,PROD001,2030-08-25,662
SALE4256,54,2007,PROD031,2030-08-26,652
SALE4257,28,2360,PROD028,2030-08-27,1355
SALE4258,5,1905,PROD009,2030-08-28,1344
SALE4259,4,1859,PROD013,2030-08-29,68
SALE4260,45,2273,PROD018,2030-08-30,714
SALE4261,14,1718,PROD011,2030-08-31,1077
SALE4262,36,2283,PROD036,2030-09-01,733
SALE4263,43,2757,PROD038,2030-09-02,908
SALE4264,16,2216,PROD006,2030-09-03,915
SALE4265,1,1456,PROD008,2030-09-04,42
SALE4266,32,1128,PROD006,2030-09-05,1341
SALE4267,25,2993,PROD027,2030-09-06,1373
SALE4268,28,1108,PROD006,2030-09-07,73
SALE4269,49,1545,PROD040,2030-09-08,1033
SALE4270,27,2202,PROD039,2030-09-09,498
SALE4271,25,1642,PROD033,2030-09-10,507
SALE4272,18,2393,PROD019,2030-09-11,1359
SALE4273,10,2621,PROD039,2030-09-12,559
SALE4274,16,2816,PROD016,2030-09-13,527
SALE4275,21,2413,PROD012,2030-09-14,1090
SALE4276,58,1556,PROD005,2030-09-15,91
SALE4277,56,1443,PROD040,2030-09-16,478
SALE4278,11,2407,PROD002,2030-09-17,248
SALE4279,17,1920,PROD035,2030-09-18,1105
SALE4280,57,2630,PROD034,2030-09-19,290
SALE4281,2,2776,PROD004,2030-09-20,582
SALE4282,45,2381,PROD009,2030-09-21,607
SALE4283,57,2949,PROD006,2030-09-22,703
SALE4284,25,1194,PROD034,2030-09-23,92
SALE4285,39,2553,PROD020,2030-09-24,1489
SALE4286,29,2128,PROD012,2030-09-25,1417
SALE4287,42,2577,PROD037,2030-09-26,676
SALE4288,11,1944,PROD014,2030-09-27,331
SALE4289,19,2572,PROD029,2030-09-28,457
SALE4290,29,1166,PROD033,2030-09-29,467
SALE4291,7,1230,PROD026,2030-09-30,112
SALE4292,32,2062,PROD025,2030-10-01,853
SALE4293,10,2885,PROD022,2030-10-02,1356
SALE4294,21,1882,PROD021,2030-10-03,1436
SALE4295,20,2065,PROD001,2030-10-04,1388
SALE4296,53,1347,PROD035,2030-10-05,1464
SALE4297,3,2884,PROD018,2030-10-06,492
SALE4298,23,1609,PROD033,2030-10-07,898
SALE4299,11,1280,PROD025,2030-10-08,1159
SALE4300,26,1213,PROD019,2030-10-09,144
SALE4301,27,2408,PROD002,2030-10-10,1463
SALE4302,55,1750,PROD022,2030-10-11,131
SALE4303,44,1033,PROD022,2030-10-12,107
SALE4304,58,1826,PROD019,2030-10-13,1457
SALE4305,45,1930,PROD010,2030-10-14,1187
SALE4306,42,1351,PROD017,2030-10-15,388
SALE4307,29,2491,PROD029,2030-10-16,539
SALE4308,12,1435,PROD020,2030-10-17,932
SALE4309,8,2244,PROD014,2030-10-18,330
SALE4310,31,2956,PROD004,2030-10-19,1466
SALE4311,11,2406,PROD031,2030-10-20,74
SALE4312,55,1732,PROD010,2030-10-21,580
SALE4313,15,1914,PROD013,2030-10-22,654
SALE4314,56,1535,PROD037,2030-10-23,520
SALE4315,45,1607,PROD022,2030-10-24,15
SALE4316,14,2203,PROD018,2030-10-25,812
SALE4317,40,1140,PROD036,2030-10-26,821
SALE4318,7,1326,PROD015,2030-10-27,464
SALE4319,7,1119,PROD039,2030-10-28,364
SALE4320,39,2391,PROD012,2030-10-29,1255
SALE4321,46,1409,PROD040,2030-10-30,473
SALE4322,32,2205,PROD008,2030-10-31,259
SALE4323,50,1841,PROD025,2030-11-01,428
SALE4324,33,2756,PROD016,2030-11-02,377
SALE4325,54,1811,PROD037,2030-11-03,1332
SALE4326,1,2163,PROD030,2030-11-04,1294
SALE4327,22,2526,PROD004,2030-11-05,1420
SALE4328,42,1413,PROD006,2030-11-06,1382
SALE4329,4,2956,PROD039,2030-11-07,1245
SALE4330,12,1783,PROD035,2030-11-08,398
SALE4331,40,2291,PROD030,2030-11-09,221
SALE4332,43,1754,PROD019,2030-11-10,1424
SALE4333,58,2184,PROD006,2030-11-11,642
SALE4334,58,1559,PROD011,2030-11-12,771
SALE4335,45,2372,PROD005,2030-11-13,1396
SALE4336,30,1411,PROD014,2030-11-14,1363
SALE4337,25,1473,PROD040,2030-11-15,1498
SALE4338,32,2512,PROD028,2030-11-16,1248
SALE4339,30,1570,PROD001,2030-11-17,421
SALE4340,14,1733,PROD020,2030-11-18,403
SALE4341,1,1552,PROD006,2030-11-19,201
SALE4342,5,1806,PROD027,2030-11-20,518
SALE4343,25,2964,PROD014,2030-11-21,164
SALE4344,13,2558,PROD025,2030-11-22,1305
SALE4345,23,2885,PROD019,2030-11-23,128
SALE4346,42,1444,PROD029,2030-11-24,468
SALE4347,29,1264,PROD010,2030-11-25,1334
SALE4348,24,1578,PROD023,2030-11-26,31
SALE4349,53,1252,PROD025,2030-11-27,1158
SALE4350,57,1701,PROD004,2030-11-28,26
SALE4351,52,1436,PROD034,2030-11-29,286
SALE4352,4,1920,PROD031,2030-11-30,1276
SALE4353,18,1841,PROD015,2030-12-01,162
SALE4354,37,2291,PROD024,2030-12-02,1324
SALE4355,33,2251,PROD021,2030-12-03,775
SALE4356,55,1217,PROD025,2030-12-04,654
SALE4357,12,1245,PROD006,2030-12-05,967
SALE4358,6,2609,PROD013,2030-12-06,411
SALE4359,23,2509,PROD016,2030-12-07,164
SALE4360,42,1923,PROD040,2030-12-08,1005
SALE4361,47,2972,PROD027,2030-12-09,1230
SALE4362,16,2403,PROD004,2030-12-10,737
SALE4363,34,1760,PROD002,2030-12-11,375
SALE4364,5,1474,PROD034,2030-12-12,1168
SALE4365,21,2723,PROD037,2030-12-13,1481
SALE4366,18,1252,PROD003,2030-12-14,646
SALE4367,4,1362,PROD004,2030-12-15,540
SALE4368,6,2605,PROD029,2030-12-16,1334
SALE4369,50,2073,PROD029,2030-12-17,1025
SALE4370,51,1536,PROD021,2030-12-18,1440
SALE4371,6,1269,PROD022,2030-12-19,1164
SALE4372,47,1060,PROD004,2030-12-20,1302
SALE4373,53,2798,PROD010,2030-12-21,109
SALE4374,7,1598,PROD020,2030-12-22,1021
SALE4375,23,1616,PROD013,2030-12-23,604
SALE4376,56,1328,PROD020,2030-12-24,451
SALE4377,49,1601,PROD002,2030-12-25,317
SALE4378,41,1710,PROD027,2030-12-26,1271
SALE4379,36,1141,PROD032,2030-12-27,338
SALE4380,33,2651,PROD005,2030-12-28,542
SALE4381,47,1092,PROD001,2030-12-29,1109
SALE4382,24,2834,PROD024,2030-12-30,1348
SALE4383,14,1080,PROD039,2030-12-31,999
SALE4384,34,2269,PROD015,2031-01-01,1078
SALE4385,58,2560,PROD031,2031-01-02,1123
SALE4386,11,2335,PROD010,2031-01-03,736
SALE4387,7,1652,PROD035,2031-01-04,1124
SALE4388,43,1085,PROD032,2031-01-05,1111
SALE4389,57,2038,PROD031,2031-01-06,1434
SALE4390,12,1014,PROD038,2031-01-07,343
SALE4391,46,1094,PROD018,2031-01-08,329
SALE4392,13,2510,PROD029,2031-01-09,1083
SALE4393,4,1059,PROD022,2031-01-10,851
SALE4394,27,1047,PROD013,2031-01-11,1185
SALE4395,38,2929,PROD003,2031-01-12,26
SALE4396,47,2791,PROD024,2031-01-13,595
SALE4397,18,2081,PROD007,2031-01-14,984
SALE4398,9,2859,PROD028,2031-01-15,1183
SALE4399,26,2437,PROD008,2031-01-16,486
SALE4400,49,2843,PROD014,2031-01-17,475
SALE4401,13,1251,PROD009,2031-01-18,690
SALE4402,29,2915,PROD032,2031-01-19,1160
SALE4403,15,2889,PROD020,2031-01-20,421
SALE4404,44,2211,PROD004,2031-01-21,648
SALE4405,20,1477,PROD029,2031-01-22,743
SALE4406,14,2450,PROD037,2031-01-23,149
SALE4407,1,1066,PROD025,2031-01-24,36
SALE4408,36,1268,PROD017,2031-01-25,1357
SALE4409,5,1445,PROD006,2031-01-26,475
SALE4410,52,1450,PROD036,2031-01-27,89
SALE4411,35,2670,PROD019,2031-01-28,1211
SALE4412,26,2250,PROD032,2031-01-29,551
SALE4413,58,1768,PROD035,2031-01-30,97
SALE4414,39,1929,PROD011,2031-01-31,1280
SALE4415,19,1627,PROD023,2031-02-01,763
SALE4416,6,1996,PROD031,2031-02-02,797
SALE4417,17,2956,PROD018,2031-02-03,1415
SALE4418,41,2602,PROD040,2031-02-04,1108
SALE4419,33,2256,PROD040,2031-02-05,117
SALE4420,1,2050,PROD017,2031-02-06,68
SALE4421,41,1458,PROD026,2031-02-07,632
SALE4422,51,2651,PROD031,2031-02-08,305
SALE4423,43,2817,PROD034,2031-02-09,495
SALE4424,12,2794,PROD035,2031-02-10,1339
SALE4425,16,1584,PROD016,2031-02-11,66
SALE4426,27,1849,PROD036,2031-02-12,1237
SALE4427,16,1382,PROD020,2031-02-13,510
SALE4428,57,2273,PROD014,2031-02-14,25
SALE4429,37,2063,PROD012,2031-02-15,1136
SALE4430,23,1301,PROD010,2031-02-16,194
SALE4431,31,2487,PROD006,2031-02-17,914
SALE4432,2,2032,PROD012,2031-02-18,670
SALE4433,15,2283,PROD014,2031-02-19,1196
SALE4434,22,2205,PROD003,2031-02-20,398
SALE4435,57,1802,PROD008,2031-02-21,807
SALE4436,23,1300,PROD008,2031-02-22,972
SALE4437,55,1500,PROD017,2031-02-23,796
SALE4438,44,2102,PROD033,2031-02-24,802
SALE4439,17,1259,PROD032,2031-02-25,570
SALE4440,53,1055,PROD029,2031-02-26,556
SALE4441,21,2562,PROD003,2031-02-27,1464
SALE4442,46,1819,PROD018,2031-02-28,428
SALE4443,27,2571,PROD019,2031-03-01,641
SALE4444,13,2071,PROD027,2031-03-02,1248
SALE4445,37,1755,PROD005,2031-03-03,1451
SALE4446,11,1186,PROD035,2031-03-04,183
SALE4447,28,1148,PROD024,2031-03-05,437
SALE4448,11,1558,PROD016,2031-03-06,1351
SALE4449,4,2692,PROD029,2031-03-07,924
SALE4450,47,2717,PROD023,2031-03-08,640
SALE4451,30,1072,PROD019,2031-03-09,571
SALE4452,2,2285,PROD020,2031-03-10,431
SALE4453,4,1090,PROD007,2031-03-11,1475
SALE4454,37,1694,PROD015,2031-03-12,622
SALE4455,57,2893,PROD040,2031-03-13,1105
SALE4456,16,1851,PROD037,2031-03-14,1356
SALE4457,20,2163,PROD001,2031-03-15,1044
SALE4458,18,2252,PROD038,2031-03-16,740
SALE4459,3,1726,PROD023,2031-03-17,329
SALE4460,58,2599,PROD023,2031-03-18,153
SALE4461,16,1650,PROD013,2031-03-19,1262
SALE4462,7,1382,PROD008,2031-03-20,987
SALE4463,27,2528,PROD018,2031-03-21,841
SALE4464,49,1123,PROD017,2031-03-22,1282
SALE4465,21,2694,PROD010,2031-03-23,1076
SALE4466,52,1671,PROD010,2031-03-24,271
SALE4467,24,1759,PROD036,2031-03-25,935
SALE4468,16,1179,PROD014,2031-03-26,48
SALE4469,46,2511,PROD038,2031-03-27,1207
SALE4470,35,1339,PROD013,2031-03-28,904
SALE4471,42,1640,PROD011,2031-03-29,1148
SALE4472,30,1763,PROD010,2031-03-30,1356
SALE4473,16,1307,PROD022,2031-03-31,574
SALE4474,18,1263,PROD010,2031-04-01,1282
SALE4475,19,2998,PROD014,2031-04-02,970
SALE4476,45,2318,PROD028,2031-04-03,862
SALE4477,55,1762,PROD025,2031-04-04,817
SALE4478,17,2512,PROD017,2031-04-05,395
SALE4479,17,1747,PROD035,2031-04-06,549
SALE4480,59,2455,PROD018,2031-04-07,1435
SALE4481,28,2064,PROD001,2031-04-08,475
SALE4482,6,1707,PROD002,2031-04-09,541
SALE4483,15,2434,PROD027,2031-04-10,508
SALE4484,28,1224,PROD032,2031-04-11,530
SALE4485,44,1145,PROD034,2031-04-12,686
SALE4486,22,2545,PROD002,2031-04-13,575
SALE4487,14,2105,PROD012,2031-04-14,58
SALE4488,15,1800,PROD040,2031-04-15,941
SALE4489,15,1980,PROD010,2031-04-16,68
SALE4490,26,2025,PROD010,2031-04-17,1439
SALE4491,56,1932,PROD013,2031-04-18,1422
SALE4492,41,1215,PROD021,2031-04-19,354
SALE4493,11,2488,PROD013,2031-04-20,1341
SALE4494,54,2540,PROD029,2031-04-21,277
SALE4495,59,1261,PROD012,2031-04-22,772
SALE4496,14,2034,PROD004,2031-04-23,168
SALE4497,48,1940,PROD040,2031-04-24,876
SALE4498,30,2129,PROD018,2031-04-25,827
SALE4499,3,2159,PROD040,2031-04-26,16
SALE4500,39,2554,PROD031,2031-04-27,502
SALE4501,47,1516,PROD018,2031-04-28,467
SALE4502,44,1182,PROD032,2031-04-29,1342
SALE4503,45,2430,PROD023,2031-04-30,608
SALE4504,36,1549,PROD011,2031-05-01,1446
SALE4505,57,1696,PROD038,2031-05-02,140
SALE4506,54,2594,PROD022,2031-05-03,420
SALE4507,40,2929,PROD023,2031-05-04,824
SALE4508,51,1048,PROD014,2031-05-05,262
SALE4509,16,1704,PROD021,2031-05-06,376
SALE4510,27,1750,PROD040,2031-05-07,403
SALE4511,8,1722,PROD005,2031-05-08,843
SALE4512,48,1137,PROD003,2031-05-09,814
SALE4513,17,1751,PROD040,2031-05-10,1361
SALE4514,28,2587,PROD005,2031-05-11,231
SALE4515,55,2164,PROD013,2031-05-12,67
SALE4516,5,2901,PROD038,2031-05-13,583
SALE4517,12,1445,PROD031,2031-05-14,1146
SALE4518,10,2803,PROD016,2031-05-15,833
SALE4519,57,1808,PROD028,2031-05-16,663
SALE4520,32,2922,PROD008,2031-05-17,1142
SALE4521,39,2023,PROD012,2031-05-18,1217
SALE4522,17,2574,PROD037,2031-05-19,293
SALE4523,31,1974,PROD019,2031-05-20,10
SALE4524,37,2104,PROD039,2031-05-21,1267
SALE4525,59,1743,PROD034,2031-05-22,488
SALE4526,15,1510,PROD019,2031-05-23,611
SALE4527,6,2320,PROD021,2031-05-24,670
SALE4528,1,2400,PROD024,2031-05-25,1410
SALE4529,33,2484,PROD011,2031-05-26,1004
SALE4530,50,2001,PROD025,2031-05-27,709
SALE4531,52,1167,PROD003,2031-05-28,54
SALE4532,11,2358,PROD009,2031-05-29,695
SALE4533,52,2801,PROD020,2031-05-30,842
SALE4534,16,1111,PROD039,2031-05-31,1323
SALE4535,40,2289,PROD035,2031-06-01,847
SALE4536,1,1720,PROD014,2031-06-02,777
SALE4537,12,1966,PROD013,2031-06-03,886
SALE4538,56,1366,PROD034,2031-06-04,1042
SALE4539,1,1487,PROD005,2031-06-05,59
SALE4540,42,2305,PROD029,2031-06-06,1193
SALE4541,44,1183,PROD026,2031-06-07,543
SALE4542,30,2847,PROD029,2031-06-08,709
SALE4543,3,2382,PROD014,2031-06-09,752
SALE4544,59,2586,PROD013,2031-06-10,1368
SALE4545,57,1541,PROD028,2031-06-11,1434
SALE4546,1,1002,PROD011,2031-06-12,150
SALE4547,17,1171,PROD016,2031-06-13,473
SALE4548,53,1851,PROD038,2031-06-14,906
SALE4549,2,2420,PROD007,2031-06-15,1463
SALE4550,57,1945,PROD039,2031-06-16,1198
SALE4551,15,1826,PROD034,2031-06-17,121
SALE4552,13,2184,PROD020,2031-06-18,735
SALE4553,9,2815,PROD012,2031-06-19,52
SALE4554,22,1700,PROD012,2031-06-20,108
SALE4555,26,1589,PROD001,2031-06-21,625
SALE4556,4,1721,PROD004,2031-06-22,1150
SALE4557,4,1919,PROD002,2031-06-23,250
SALE4558,1,1081,PROD031,2031-06-24,817
SALE4559,41,1210,PROD035,2031-06-25,1315
SALE4560,46,1334,PROD037,2031-06-26,1392
SALE4561,59,2282,PROD017,2031-06-27,1348
SALE4562,1,2590,PROD030,2031-06-28,1448
SALE4563,27,2039,PROD032,2031-06-29,78
SALE4564,31,1831,PROD005,2031-06-30,1257
SALE4565,20,2577,PROD018,2031-07-01,1159
SALE4566,42,1211,PROD002,2031-07-02,1329
SALE4567,52,1672,PROD020,2031-07-03,1264
SALE4568,14,1768,PROD010,2031-07-04,264
SALE4569,55,2938,PROD033,2031-07-05,424
SALE4570,16,1921,PROD040,2031-07-06,1423
SALE4571,13,2160,PROD031,2031-07-07,1045
SALE4572,15,1714,PROD004,2031-07-08,816
SALE4573,52,2676,PROD020,2031-07-09,683
SALE4574,2,1117,PROD006,2031-07-10,1049
SALE4575,29,2709,PROD006,2031-07-11,837
SALE4576,22,2943,PROD035,2031-07-12,1080
SALE4577,10,2389,PROD040,2031-07-13,551
SALE4578,56,2732,PROD004,2031-07-14,1488
SALE4579,16,1308,PROD008,2031-07-15,510
SALE4580,16,1293,PROD020,2031-07-16,670
SALE4581,22,1816,PROD002,2031-07-17,427
SALE4582,30,1044,PROD005,2031-07-18,1077
SALE4583,53,1623,PROD028,2031-07-19,1159
SALE4584,46,2191,PROD002,2031-07-20,549
SALE4585,35,2831,PROD004,2031-07-21,1009
SALE4586,6,1424,PROD011,2031-07-22,295
SALE4587,50,2071,PROD022,2031-07-23,887
SALE4588,29,2993,PROD016,2031-07-24,473
SALE4589,57,2444,PROD031,2031-07-25,576
SALE4590,14,1183,PROD040,2031-07-26,776
SALE4591,20,1449,PROD027,2031-07-27,170
SALE4592,2,2164,PROD010,2031-07-28,1310
SALE4593,58,2106,PROD034,2031-07-29,334
SALE4594,1,1762,PROD032,2031-07-30,1342
SALE4595,7,2833,PROD014,2031-07-31,1203
SALE4596,19,2332,PROD019,2031-08-01,596
SALE4597,34,1197,PROD024,2031-08-02,358
SALE4598,40,2096,PROD012,2031-08-03,455
SALE4599,32,1433,PROD014,2031-08-04,704
SALE4600,16,2747,PROD020,2031-08-05,113
SALE4601,41,1121,PROD039,2031-08-06,1271
SALE4602,41,1649,PROD009,2031-08-07,143
SALE4603,43,1384,PROD028,2031-08-08,897
SALE4604,4,2534,PROD034,2031-08-09,292
SALE4605,26,1269,PROD011,2031-08-10,565
SALE4606,10,2767,PROD030,2031-08-11,1213
SALE4607,36,1616,PROD018,2031-08-12,705
SALE4608,12,2474,PROD031,2031-08-13,1010
SALE4609,12,2515,PROD020,2031-08-14,1032
SALE4610,24,1479,PROD025,2031-08-15,345
SALE4611,9,2542,PROD012,2031-08-16,1462
SALE4612,33,1439,PROD022,2031-08-17,1333
SALE4613,36,2070,PROD038,2031-08-18,930
SALE4614,13,1974,PROD009,2031-08-19,1403
SALE4615,47,1112,PROD004,2031-08-20,1333
SALE4616,57,1418,PROD005,2031-08-21,824
SALE4617,5,1989,PROD022,2031-08-22,765
SALE4618,55,2319,PROD028,2031-08-23,985
SALE4619,1,1138,PROD026,2031-08-24,1422
SALE4620,44,1027,PROD001,2031-08-25,153
SALE4621,46,2176,PROD007,2031-08-26,73
SALE4622,5,2910,PROD040,2031-08-27,986
SALE4623,27,1863,PROD040,2031-08-28,1221
SALE4624,10,1791,PROD004,2031-08-29,475
SALE4625,45,2999,PROD039,2031-08-30,1361
SALE4626,39,2528,PROD031,2031-08-31,1135
SALE4627,17,1839,PROD021,2031-09-01,1486
SALE4628,42,2361,PROD029,2031-09-02,1190
SALE4629,41,1517,PROD016,2031-09-03,993
SALE4630,9,1449,PROD013,2031-09-04,446
SALE4631,51,2033,PROD007,2031-09-05,979
SALE4632,40,1806,PROD005,2031-09-06,1135
SALE4633,13,1261,PROD021,2031-09-07,720
SALE4634,46,2047,PROD014,2031-09-08,302
SALE4635,58,1664,PROD027,2031-09-09,439
SALE4636,25,2457,PROD018,2031-09-10,888
SALE4637,41,1898,PROD037,2031-09-11,1361
SALE4638,43,1892,PROD018,2031-09-12,312
SALE4639,29,2565,PROD015,2031-09-13,83
SALE4640,21,2769,PROD034,2031-09-14,332
SALE4641,56,2875,PROD031,2031-09-15,1110
SALE4642,8,2696,PROD031,2031-09-16,163
SALE4643,36,1756,PROD021,2031-09-17,474
SALE4644,4,2245,PROD002,2031-09-18,1346
SALE4645,13,1139,PROD029,2031-09-19,71
SALE4646,59,1759,PROD025,2031-09-20,1029
SALE4647,29,2221,PROD040,2031-09-21,875
SALE4648,35,1644,PROD034,2031-09-22,535
SALE4649,5,1425,PROD005,2031-09-23,493
SALE4650,47,2873,PROD023,2031-09-24,677
SALE4651,24,1698,PROD023,2031-09-25,376
SALE4652,13,1165,PROD003,2031-09-26,845
SALE4653,50,2539,PROD017,2031-09-27,1303
SALE4654,28,2866,PROD040,2031-09-28,494
